alu_customer_number,alu_customer_account_code,alu_customer_account_name,alu_financial_customer_group_code,alu_financial_customer_group_name,alu_legal_name,created_date,created_user,modified_date,modified_user,nokia_account_id,nokia_legal_account_name,x_mark,x_mark_err
1000062254,USAX464,TXLE WEST-USA,CXQS2,TXLE WEST-USA,ACER AMERICA CORP,1518266720000000,,1518266720000000,,301033210,Acer America Corp,true,
1000006735,ZAF0001,TELKOM SA,C4045,TELKOM-ZAF,MOLAPO TECHNOLOGY (PTY) LTD.,1518266720000000,,1518266720000000,,301004237,Molapo Technology (Pty) LTD,true,
1000041053,CHE9999,OTHER CUSTOMERS IN SWITZERLAND,CCHE9,OTHER CUSTOMERS IN SWITZERLAND,EQUINIX SWITZERLAND AG,1519213588000000,,1519213588000000,,301001873,Deactivated fALU customers,,
1000064255,BRA0014,CLARO-SP,C5796,AMERICAMOVIL-BRA,EMPRESA BRASILEIRA DE TELECOMUNICACOES,1518266720000000,,1518266720000000,,301001426,Empresa Brasileira de Telecomunicaes,,
1000014527,AGO0006,GOVERNMENT OFFICES / MINISTRIES OF ANGOLA,CXP7H,VM PUBLIC SECTOR-AGO,MINISTERIO DA DEFESA,1518266720000000,,1518266720000000,,301009850,Ministerio da defesa,true,
1000019605,NLD0207,SHELL INFORMATION TECHNOLOGY INTERN. B.V.,CXPT1,VM OIL AND GAS-NLD,SHELL INFORMATION TECHNOLOGY INTERN. B.V.,1518266720000000,,1518266720000000,,301006289,Shell Global Solutions International B.V,true,
1000027257,GBR0136,"UK BROADBAND LIMITED, GBR",CGBR8,OTHER SERV. PROVIDERS-GBR,UK BROADBAND LIMITED,1518266720000000,,1518266720000000,,301001024,UK Broadband Limited,true,
1000025429,JPNX012,TXLE-INDIRECT-JPN,CXQII,TXLE-INDIRECT-JPN,"JAPAN MINT, I.A.I.",1518266720000000,,1518266720000000,,301008595,Japan Mint,true,
1000062514,CRIV153,VM-PUB-CR,CXP8F,VM PUBLIC SECTOR-CRI,LOS ARALLANES S.A.,1518266720000000,,1518266720000000,,301034504,Los Arallanes S.a.,true,
1000054272,USAX464,TXLE WEST-USA,CXQS2,TXLE WEST-USA,ABC,1518266720000000,,1518266720000000,,301001457,ABC,true,
1000014335,CHNW483,CHINA TELECOM-CN-JIANGSU,CXQTV,CHINA TELECOM-JS-CHN,CHINA TELECOM CORPORATION LIMITED JIANGSU - YANGZHOU BRANCH,1518266720000000,,1518266720000000,,301000334,Jiangsu Telecom Co. Ltd,,
1000040530,CPV9998,OTHER SERV. PROVIDERS-CPV.,CX2JM,PORTUGAL TELECOM-CPV,CV MOVEL SA,1518266720000000,,1518266720000000,,301002002,"Cabo Verde Telecom, SA",,
1000000524,DEUT860,M-NET,CXPP0,EMEA NATIONAL SP-DEU,M-NET TELEKOMMUNIKATIONS GMBH,1518266720000000,,1518266720000000,,301000797,M-net Telekommunikations GmbH,true,
1000056167,USAV646,TEPS UTILITIES-USA,CXP6Q,TEPS UTILITIES-USA,VALLEY ELECTRIC ASSOCIATION INC,1518266720000000,,1518266720000000,,301006899,"Valley Electric Association, Inc.",true,
1000033271,CYP9998,OTHER SERV. PROVIDERS-CYP,C0764,OTHER SERV. PROVIDERS-CYP,PRIMETEL PLC,1518266720000000,,1518266720000000,,301006211,PrimeTel PLC,true,
1000031912,HND0019,MILLICOM HONDURAS - CELTEL,C8622,MILLICOM-HND,"TELEFONICA CELULAR, S.A. CELTEL",1518266720000000,,1518266720000000,,301001442,Telefnica Celular S.A. (Honduras),,
1000054361,JPNX556,SP-CABLE-INDIRECT-KDDI-JPN,CXQZ6,SP-CABLE-KDDI-JPN,"UTSUNOMIYA CABLE TELEVISION CO, LTD",1518266720000000,,1518266720000000,,301002452,"Utsunomiya Cable Television Co, Ltd.",true,
301001889,,,,,Hep d.d.,1519213588000000,,1519213588000000,,301001889,Hep d.d.,true,
1000068224,CANX395,TEPS OTHER-INDIRECT-CAN,CXQR7,TEPS OTHER-INDIRECT-CA,CABLAGE EXPERT,1518266720000000,,1518266720000000,,301036564,Cablage Expert,true,
1000022308,THAW868,TEPS TRAN-INDIRECT-THA,CXQFH,TEPS TRAN-INDIRECT-THA,"RTS (2003) CO.,LTD.",1518266720000000,,1518266720000000,,301033848,"RTS (2003) Co.,Ltd.",true,
1000001810,PRT0006,REFER TELECOM-PT,CXQYC,VM TRANSPORT-RAILWAYS-PRT,INFRAESTRUTURAS DE PORTUGAL SA,1518266720000000,,1518266720000000,,301031490,Rede Ferroviaria Nacional-Refer Ep,true,
1000017705,INDW931,SIFY,CXQW2,BIZ DEV-IND,GTL LIMITED,1518266720000000,,1518266720000000,,301034583,GTL Limited,true,
1000011309,HND9998,OTHER SERV. PROVIDERS-HND,C0788,OTHER SERV. PROVIDERS-HND,PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO,1518266720000000,,1518266720000000,,301009094,Progr. de las Naciones Unidas Para el D.,true,
1000068988,KORXXX7,"END CUSTOMERS TXLE IN KOREA, REPUBLIC OF",CKR77,"END CUSTOMERS TXLE IN KOREA, REPUBLIC OF",HANA FINANCIAL GROUP,1524215165000000,,1524215164000000,,301034719,APJ End Customers,,
1000052872,GBRQ443,IPS-GBR-FINA-GBR,CXPZ5,OTHER TECHNICAL XTRA LARGE ENTERPRISE-GBR,LLOYDS BANKING GROUP,1518266720000000,,1518266720000000,,301031141,Lloyds Banking Group,true,
1000057298,GBRV670,SI OIL AND GAS-GBR,CXPSG,VM OIL AND GAS-GBR,TAMPNET UK LTD,1518266720000000,,1518266720000000,,301031739,Tampnet Uk Ltd.,,
1000027022,CHNW501,TEPS UTIL-CN-SOUTH,CXP2N,TEPS UTIL-CHN,SHENZHEN WEISITE COMMUNICATION  AND TECHNOLOGY COMPANY,1518266720000000,,1518266720000000,,301032088,Shenzhen Weisite,true,
1000032024,CHNW563,TEPS PUB-CN-SOUTH,CXP8D,TEPS PUBLIC SECTOR-CHN,61932 OF THE CHINESE PEOPLE'S LIBERATION ARMY,1518266720000000,,1518266720000000,,301000227,Government & Army,,
1000028686,USAV646,TEPS UTILITIES-USA,CXP6Q,TEPS UTILITIES-USA,LOWER COLORADO RIVER AUTHORITY,1518266720000000,,1518266720000000,,301006844,Lower Colorado River Authority (LCRA),true,
1000021170,BRAV630,VM-OG-BR,CXPRZ,VM OIL AND GAS-BRA,VALE S.A.,1518266720000000,,1518266720000000,,301006170,Vale S.A.,,
1000041097,AUSV119,TEPS PUB-AU,CXP74,TEPS GOVT-AUS,AUSTRALIAN INFORMATION COMMISSIONER,1518266720000000,,1518266720000000,,301032481,Australian Informati,true,
1000062696,NZLX146,TXLE-NZL,CXQM0,TXLE-NZL,HP FINANCIAL SERVICES (NEW ZEALAND),1518266720000000,,1518266720000000,,301033790,Hp Financial Services (New Zealand),true,
1000061888,PERW814,VM OIL AND GAS-INDIRECT-PER,CXQCU,VM OIL AND GAS-INDIRECT-PER,BGH TECH PARTNER,1518266720000000,,1518266720000000,,301034475,BGH Tech Partner,true,
1000040490,GRCU460,LINK,CXPEY,VM TRANSPORT-GRC,LINK S.A.,1518266720000000,,1518266720000000,,301031063,Link S.A.,true,
1000004954,CHNZZZ5,INTERCO CONSO-CHN,CZZZ5,INTERCO CONSO,"NOKIA SHANGHAI BELL CO., LTD",1518266720000000,,1518266720000000,,301000002,Account ID for Internal Customers,,
1000068113,INDV893,RELIANCE JIO INFOCOMM-IND,CXPQJ,RELIANCE JIO INFOCOMM-IND,RELIANCE CORPORATE IT PARK LIMITED,1518266720000000,,1518266720000000,,301006285,Reliance Corporate IT Park Limited,,
1000067721,CHE0058,AXPO CHE,CXP2I,VM UTILITIES-CHE,TELETREND AG,1518266720000000,,1518266720000000,,301036033,Teletrend AG,true,
1000064273,BRA0014,CLARO-SP,C5796,AMERICAMOVIL-BRA,EMPRESA BRASILEIRA TELECOMUNICACOES,1518266720000000,,1518266720000000,,301001426,Empresa Brasileira de Telecomunicaes,,
1000057202,ARGA96X,IBM-INDIRECT-ARG,CX53T,IBM-INDIRECT-ARG,IBM ARGENTINA SRL,1518266720000000,,1518266720000000,,301007253,IBM Argentina Srl,true,
1000040429,MKD9999,OTHER CUSTOMERS IN MACEDONIA,CMKD9,OTHER CUSTOMERS IN MACEDONIA,GOVERNMENT OF RM,1519213588000000,,1519213588000000,,301000001,Deactivated fALU Prospects,,
1000001925,JPNZZZ5,INTERCO CONSO-JPN,CZZZ5,INTERCO CONSO,NEWBRIDGE NETWORKS JAPAN CORPORATION,1518266720000000,,1518266720000000,,301000002,Account ID for Internal Customers,,
1000044082,ESP0001,TELEFONICA DE ESPANA (EXCL TF MOV),C4046,TELEFONICA-ESP,TELEFONICA LEARNING SERVICES SLU,1518266720000000,,1518266720000000,,301001298,"Telefnica de Espaa, S.A.U.",,
1000064815,FRA9999,OTHER CUSTOMERS IN FRANCE,CFRA9,OTHER CUSTOMERS IN FRANCE,EXPERTISE SYSTEMES RESEAUX SA,1518266720000000,,1518266720000000,,301003772,SNEF,,
1000067140,AREV108,IPS-PUB-AE,CXP7A,VM PUBLIC SECTOR-ARE,SHARJAH MUNICIPALITY,1518266720000000,,1518266720000000,,301035476,Sharjah Municipality,true,
1000000018,BEL0004,ORNGE-BEL (MOBISTAR),C4147,ORANGE-BEL,ORANGE BELGIUM NV/SA,1518266720000000,,1518266720000000,,301000664,Mobistar N.V./S.A.,true,
1000064369,BRA9998,OTHER SERV. PROVIDERS-BRA,CBRA8,OTHER SERV. PROVIDERS-BRA,NEXTEL TELECOMUNICACOES LTDA,1518266720000000,,1518266720000000,,301003097,Nextel Telecomunicaes Ltda,,
1000018805,BRAV874,VM-UTIL-BRA,CXP26,VM UTILITIES-BRA,FURNAS CENTRAIS ELETRICAS S/A,1518266720000000,,1518266720000000,,301000149,Furnas Centrais Eletricas S.A.,,
1000054822,MYS9998,OTHER SERV. PROVIDERS-MYS,C0835,OTHER SERV. PROVIDERS-MYS,ALTEL COMMUNICATIONS SDN BHD,1518266720000000,,1518266720000000,,301006337,Altel Communications Sdn Bhd,true,
1000043750,USAV328,TEPS GOVERNMENT-USA,CXPCG,TEPS GOVERNMENT-USA,CORAL REEF LTD,1518266720000000,,1518266720000000,,301032587,Coral Reef Ltd,true,
1000007228,UKR0012,JV CITYNET,C0888,OTHER SERV. PROVIDERS-UKR,JV CITYNET,1518266720000000,,1518266720000000,,301034080,JV Citynet,,
301006161,,,,,Sprint / United Management Company BD,1519213588000000,,1519213588000000,,301006161,Sprint / United Management Company BD,true,
1000064710,POLU388,IPS-TRAN-PL,CXPGZ,VM TRANSPORT-POL,BOMBARDIER TRANSPORTATION(ZWUS) POLSKA SP. Z O.O.,1518266720000000,,1518266720000000,,301005710,Bombardier Transport. Polska Sp. z o.o.,,
1000039159,ISRV203,IPS-PUB-IL,CXP9J,VM PUBLIC SECTOR-ISR,MINISTRY OF PUBLIC SECURITY-ISRAEL,1518266720000000,,1518266720000000,,301031250,Ministry of  Public Security-Israel,true,
1000000351,DEUW771,SI TRANSPORT-CHAN-DEU,CXQBC,VM TRANSPORT-CHAN-DEU,SIEMENS AG,1518266720000000,,1518266720000000,,301000803,Siemens AG Deutschland,true,
1000019907,TUR9998,OTHER SERV. PROVIDERS-TUR,C0883,OTHER SERV. PROVIDERS-TUR,DORUK ILETISIM VE SAN.TIC. AS,1518266720000000,,1518266720000000,,301030577,Doruk Iletisim ve SAN.TIC A.S,true,
1000029498,BGDV124,TEPS PUB-BD,CXP7N,TEPS GOVT-BGD,BANGLADESH ARMY,1518266720000000,,1518266720000000,,301007604,Bangladesh Army,true,
1000012240,ITA0026,PUBLIC ADMINISTRATION,CXP9N,VM PUBLIC SECTOR-ITA,REGIONE LOMBARDIA,1518266720000000,,1518266720000000,,301031499,Regione Lombardia,true,
1000006443,ITAU770,ALPITEL,CXP9N,VM PUBLIC SECTOR-ITA,ALPITEL S.P.A.,1518266720000000,,1518266720000000,,301001963,Alpitel S.p.A.,true,
1000050794,USAX464,TXLE WEST-USA,CXQS2,TXLE WEST-USA,PINTEREST INC,1518266720000000,,1518266720000000,,301036525,Pinterest Inc,true,
1000029518,BRA0130,DARTEL SERV. EM TELEFONIA LTDA,CBRA7,ENTERPRISE-INDIRECT-BRA,DARTEL SERV. EM TELEFONIA LTDA,1518266720000000,,1518266720000000,,301007122,Dartel Serv. Em Telefonia Ltda,,
1000003632,POL0001,TELEKOMUNIKACJA POLSKA SA  POLAND,C4041,ORANGE-POL,ORANGE POLSKA S.A.,1518266720000000,,1518266720000000,,301000640,Orange Polska S.A.,true,
1000058206,USAQ427,REGIONALS-USA,CXPYK,REGIONALS-USA,ONE RING NETWORKS INC,1518266720000000,,1518266720000000,,301035781,One Ring Networks Inc,true,
1000052659,ISR9999,OTHER CUSTOMERS IN ISRAEL,CISR9,OTHER CUSTOMERS IN ISRAEL,NEGEV GAS,1519213588000000,,1519213588000000,,301001873,Deactivated fALU customers,,
1000065141,ESP9998,OTHER SERV. PROVIDERS-ESP,C0773,OTHER SERV. PROVIDERS-ESP,TELECOLOR COX C B,1518266720000000,,1518266720000000,,301006467,Telecolor Cox C B,true,
1000002582,DEUX549,UTELCO_DE,CDEU8,OTHER SERV. PROVIDERS-DEU,E.DIS AG,1518266720000000,,1518266720000000,,301007537,E.DIS AG,true,
1000045129,USAQ427,REGIONALS-USA,CXPYK,REGIONALS-USA,BULLDOG CABLE GEORGIA LLC,1518266720000000,,1518266720000000,,301032943,Bulldog Cable,true,
1000068378,SGPX646,TXLE-INDIRECT-SGP,CXR1H,TXLE-INDIRECT-SGP,CREDIT SUISSE (SINGAPORE) LTD,1522041250000000,,1522041250000000,,301036738,Credit Suisse (Singapore) Ltd,true,
1000018795,BRAX393,HOTH-INDIRECT-BRA,CXQQE,HOTH-INDIRECT-BRA,FOCUS TELEINFORMATICA LTDA,1518266720000000,,1518266720000000,,301008297,Focus Teleinformatica Ltda.,true,
301005944,,,,,LCC North Central Europe B.V.,1519213588000000,,1519213588000000,,301005944,LCC North Central Europe B.V.,true,
1000037008,USAV328,TEPS GOVERNMENT-USA,CXPCG,TEPS GOVERNMENT-USA,GREATER HARRIS COUNTY 911 EMERGENCY NETWORK,1518266720000000,,1518266720000000,,301008379,Greater Harris County Emergency Network,true,
1000042053,USAV646,TEPS UTILITIES-USA,CXP6Q,TEPS UTILITIES-USA,SAN ISABEL ELECTRIC ASSOCIATION,1518266720000000,,1518266720000000,,301009229,San Isabel Electric Association,true,
1000046369,USAU440,TEPS TRANSPORTATION-USA,CXPI6,TEPS TRANSPORTATION-USA,PORT OF PITTSBURGH COMMISSION,1518266720000000,,1518266720000000,,301009072,Port of Pittsburgh Commission,true,
1000021097,CHNW563,TEPS PUB-CN-SOUTH,CXP8D,TEPS PUBLIC SECTOR-CHN,GENERAL EQUIPMENT MINISTRY FINANCIAL SETTLEMENT CENTER OF PLA,1518266720000000,,1518266720000000,,301032049,Gemfsc,true,
1000016874,USAV646,TEPS UTILITIES-USA,CXP6Q,TEPS UTILITIES-USA,"QUINCY, CITY OF (INC)",1518266720000000,,1518266720000000,,301009179,"Quincy, City of (Inc)",true,
1000065249,FINU283,IPS-TRAN-FI,CXPEM,VM TRANSPORT-FIN,YIT TEOLLISUUS-JA VERKKOPALVELUT OY,1518266720000000,,1518266720000000,,301002932,DNW Customers Finland,,
1000001474,ESPW751,SI PUBLIC SECTOR-CHAN-ESP,CXQAS,VM PUBLIC SECTOR-CHAN-ESP,"LANDATA PAYMA, S.A.",1518266720000000,,1518266720000000,,301002010,Atos IT Solutions and Services Iberia SL,,
1000061422,FRA1419,FRANCE TELECOM FRANCE,C4018,ORANGE-FRA,CIRCET,1518266720000000,,1518266720000000,,301034794,Circet,true,
1000056007,MEX9998,OTHER SERV. PROVIDERS-MEX,C0834,OTHER SERV. PROVIDERS-MEX,"ARRENDADORA Y FACTOR BANORTE S.A. DE C.V. SOFOM, E.R. GRUPO FINANCIERO BANORTE",1518266720000000,,1518266720000000,,301007841,Arrendadora y Factor Banorte S.A. de C.V,true,
1000030652,DEU9998,OTHER SERV. PROVIDERS-DEU,CDEU8,OTHER SERV. PROVIDERS-DEU,HELINET TELEKOMMUNIKATION GMBH & CO. KG,1518266720000000,,1518266720000000,,301000767,HeLi NET Telekommunikation GmbH & Co. KG,true,
1000014973,FRAT851,NON TRADE-FR,C8519,NON TRADE-FRA,OPTICS VALLEY,1518266720000000,,1518266720000000,,301002301,NON TRADE EUR Customers,,
1000010343,EST0006,ELISA,CXPP5,EMEA NATIONAL SP-EST,STARMAN AS,1518266720000000,,1518266720000000,,301030148,Elisa Teleteenused AS,true,
1000063553,DNKX447,VM TRANSPORT-RAILWAYS-DNK,CXPEC,VM TRANSPORT-DNK,MAERSK LINE A/S,1518266720000000,,1518266720000000,,301034595,Maersk A/S,,
1000026580,USAV646,TEPS UTILITIES-USA,CXP6Q,TEPS UTILITIES-USA,SEMPRA ENERGY,1518266720000000,,1518266720000000,,301009273,Sempra Energy,true,
301004492,,,,,Olio Komerccentrs SIA,1519213588000000,,1519213588000000,,301004492,Olio Komerccentrs SIA,true,
1000055060,BRAW816,VM PUBLIC SECTOR-INDIRECT-BRA,CXQCW,VM PUBLIC SECTOR-INDIRECT-BRA,CONCESSIONARIA PORTO NOVO S/A,1518266720000000,,1518266720000000,,301008041,Concessionaria Porto Novo S/A,true,
1000067341,ARGV116,VM-PUB-AR,CXP73,VM PUBLIC SECTOR-ARG,SUBSECRETARIA PARA LA MODERNIZACION DEL ESTADO,1518266720000000,,1518266720000000,,301035682,Subsecretaria para la Modernizacion,true,
1000063971,CANV631,TEPS OIL & GAS-CAN,CXPS1,TEPS OIL & GAS-CAN,AGNICO EAGLE MINES LTD,1518266720000000,,1518266720000000,,301034759,Agnico Eagle Mines Ltd,true,
301002108,,,,,Basslink Telecommunications Pty Ltd,1519213588000000,,1519213588000000,,301002108,Basslink Telecommunications Pty Ltd,true,
1000053925,COLW817,VM PUBLIC SECTOR-INDIRECT-COL,CXQCX,VM PUBLIC SECTOR-INDIRECT-COL,ANDITEL SA,1518266720000000,,1518266720000000,,301007007,Anditel S.A.,true,
1000022881,SGPZZZ5,INTERCO CONSO-SGP,CZZZ5,INTERCO CONSO,RADIO FREQUENCY SYSTEMS,1518266720000000,,1518266720000000,,301000002,Account ID for Internal Customers,,
1000038897,ESPV105,IPS-OTHER GOVERMENT-ES,CXP8U,VM PUBLIC SECTOR-ESP,BIBLIOTECA DE CATALUNYA,1518266720000000,,1518266720000000,,301030251,Biblioteca de Catalunya,true,
1000000149,LVA0001,LATTELEKOM,C4152,TELIASONERA-LVA,SIA LATTELECOM,1518266720000000,,1518266720000000,,301002898,SIA Lattelecom,true,
1000001232,TWNZZZ5,INTERCO CONSO-TWN,CZZZ5,INTERCO CONSO,TAIWAN INTERNATIONAL STANDARD ELECTRONICS LTD.,1518266720000000,,1518266720000000,,301000002,Account ID for Internal Customers,,
1000061408,USAV328,TEPS GOVERNMENT-USA,CXPCG,TEPS GOVERNMENT-USA,BENTON COUNTY EMERGENCY SERVICES,1518266720000000,,1518266720000000,,301033258,Benton County Emergency Services,true,
1000056430,DEU0013,SIEMENS DEU,CXQBC,VM TRANSPORT-CHAN-DEU,SIEMENS AG,1518266720000000,,1518266720000000,,301003729,Siemens AG,,
1000018665,BRAV630,VM-OG-BR,CXPRZ,VM OIL AND GAS-BRA,VALE S.A.,1518266720000000,,1518266720000000,,301006170,Vale S.A.,,
1000002882,ESPV042,IPS-OILGAS-ES,CXPSD,VM OIL AND GAS-ESP,"REPSOL ENAGAS SERVICIOS DE INGENIERIA, AGRUPACION DE INTERES ECONOMICO",1518266720000000,,1518266720000000,,301031513,Repsol Enagas Servic,true,
1000069115,BRAX393,HOTH-INDIRECT-BRA,CXQQE,HOTH-INDIRECT-BRA,URSICH CONSULTORIA EM INFORMATICA LTDA,1524298866000000,CLOUDEDH,1524288074000000,CLOUDEDH,301037167,URSICH CONSULTORIA EM INFORMATICA,true,
1000061770,ITAW725,OTHER TECHNICAL XTRA LARGE ENTERPRISE (TXLE)-ITA,CXQA2,OTHER TECHNICAL XTRA LARGE ENTERPRISE-ITA,INTESA SAN PAOLO,1518266720000000,,1518266720000000,,301034874,Intesa San Paolo,true,
1000041706,PRI99C5,HEWLETT PACKARD-INDIRECT-PRI,CXG84,HEWLETT PACKARD-INDIRECT-PRI,HEWLETT-PACKARD PUERTO RICO B.V.,1518266720000000,,1518266720000000,,301006763,Hewlett-Packard Puerto Rico B.V.,true,
1000058481,CANV631,TEPS OIL & GAS-CAN,CXPS1,TEPS OIL & GAS-CAN,IMPERIAL OIL RESOURCES,1518266720000000,,1518266720000000,,301006569,Imperial Oil Resources,true,
1000024482,BRA0202,IBM-INDIRECT-BRA,C0156,IBM-INDIRECT-BRA,IBM BRASIL INDUSTRIA MAQUINAS E SERVICOS LTDA,1518266720000000,,1518266720000000,,301007254,IBM Brasil Industria Maquinas e Servicos,,
1000029783,CHNW440,CHINA UNICOM-CN-HEILONGJIANG,CXQUU,CHINA UNICOM-HLJ-CHN,CHINA UNITED TELECOMMUNICATIONS CORPORATION LIMITED HEILONGJIANG- DAQING BRANCH,1518266720000000,,1518266720000000,,301000093,China Unicom Heilongjiang Branch,,
1000062161,JPNX142,TXLE-JPN,CXQLW,TXLE-JPN,TOSHIBA MEDICAL SYSTEMS CORPORATION,1518266720000000,,1518266720000000,,301033892,Toshiba Medical Systems Corporation,true,
301034990,,,,,Trishyiraya Recycling India Pvt Ltd,1519213588000000,,1519213588000000,,301034990,Trishyiraya Recycling India Pvt Ltd,true,
1000067263,BRA0011,TIM BRASIL,C4684,TELECOM ITALIA-SP-BRA,TIM CELULAR SA,1518266720000000,,1518266720000000,,301035597,TIM Celular SA,true,
1000063000,NORV264,IPS-PUB-NO,CXP7Z,VM PUBLIC SECTOR-NOR,DIREKTORATET FOR NODKOMMUNIKASJON,1518266720000000,,1518266720000000,,301034568,Direktoratet for Nodkommunikasjon,true,
1000064437,BRA0010,OI MOBILE,C4112,OI-SP-BRA,OI MOVEL S.A.,1518266720000000,,1518266720000000,,301001451,Brasil Telecom Cabos Submarinos Ltd,,
1000014923,OMN0004,GOVERNMENT OFFICES / MINISTRIES OF OMAN,CXPB3,VM PUBLIC SECTOR-OMN,GOVERNMENT OF OMAN,1518266720000000,,1518266720000000,,301033137,Government of Oman,true,
1000068923,BRAW816,VM PUBLIC SECTOR-INDIRECT-BRA,CXQCW,VM PUBLIC SECTOR-INDIRECT-BRA,ACADEMIA MILITAR DAS AGULHAS NEGRAS,1524298866000000,CLOUDEDH,1524288074000000,CLOUDEDH,301033108,Academia Militar das Agulhas,true,
1000064577,BRA0014,CLARO-SP,C5796,AMERICAMOVIL-BRA,TXO SYSTEMS,1518266720000000,,1518266720000000,,301001424,Claro S.A. (Brasil),,
301033079,,,,,Coriant GmbH,1519213588000000,,1519213588000000,,301033079,Coriant GmbH,true,
1000029532,SGPU407,TEPS TRAN-SG,CXPCY,TEPS TRAN-SGP,SMRT LIGHT RAIL PTE LTD,1518266720000000,,1518266720000000,,301033864,SMRT Light Rail PTE Ltd,true,
1000046219,TUNU430,IPS-TRAN-TN,CXPHX,VM TRANSPORT-TUN,SOCIETE DES TRANSPORTS DE TUNIS,1518266720000000,,1518266720000000,,301006327,Socit des Transports de Tunis,true,
301020894,,,,,CFR S.A. (BSS),1519213588000000,,1519213588000000,,301020894,CFR S.A. (BSS),true,
1000064928,UKR9998,OTHER SERV. PROVIDERS-UKR,C0888,OTHER SERV. PROVIDERS-UKR,LLC NAUKOVO-TEHNICHNIYTSENTR ENERGOZVYAZOK,1518266720000000,,1518266720000000,,301003023,Alternative Operators Ukraine,true,
1000054407,JPNX556,SP-CABLE-INDIRECT-KDDI-JPN,CXQZ6,SP-CABLE-KDDI-JPN,C-TECH CORP.,1518266720000000,,1518266720000000,,301001828,C-Tech Corp.,true,
1000048537,FRAZZZ5,INTERCO CONSO-FRA,CZZZ5,INTERCO CONSO,ALDA MARINE ILE DE RE -ILE DE BREHAT,1518266720000000,,1518266720000000,,301000002,Account ID for Internal Customers,,
1000047673,PRTW233,TXLE-PRT-21+ PASS 2,CXQ5P,OTHER TECHNICAL XTRA LARGE ENTERPRISE-PRT,"LOGOPLASTE CONSULTORES TECNICOS, SA",1518266720000000,,1518266720000000,,301031161,"Logoplaste Consultores Tecnicos, SA",true,
1000009547,UKR8487,OPTIMA-ZVYAZOK,C0888,OTHER SERV. PROVIDERS-UKR,OPTIMA-ZVYAZOK ASSETS LIMITED LIABILITY COMPANY,1518266720000000,,1518266720000000,,301034191,Optima-Zvyazok Assests Limited,true,
1000064383,BRA9998,OTHER SERV. PROVIDERS-BRA,CBRA8,OTHER SERV. PROVIDERS-BRA,NEXTEL TELECOMUNICACOES LTDA,1518266720000000,,1518266720000000,,301003097,Nextel Telecomunicaes Ltda,,
1000027868,NLDU375,IPS-TRAN-NL,CXPGP,VM TRANSPORT-NLD,SCHIPHOL NEDERLAND B.V.,1518266720000000,,1518266720000000,,301031594,Schiphol Nederland B.V.,true,
1000042225,CHNW563,TEPS PUB-CN-SOUTH,CXP8D,TEPS PUBLIC SECTOR-CHN,NANJING JINKE INFORMATION TECHNOLOG,1518266720000000,,1518266720000000,,301008863,Nanjing Jinke Information Technolog,true,
1000016298,USAV328,TEPS GOVERNMENT-USA,CXPCG,TEPS GOVERNMENT-USA,CITY OF GRAND JUNCTION,1518266720000000,,1518266720000000,,301002137,City of Grand Junction,true,
301034686,,,,,China Cloud (wuxi) Co. Ltd.,1519213588000000,,1519213588000000,,301034686,China Cloud (wuxi) Co. Ltd.,true,
1000023777,USAV328,TEPS GOVERNMENT-USA,CXPCG,TEPS GOVERNMENT-USA,COUNTY OF FRESNO DBA NORTH CENTRAL FIRE PROTECTION DISTRICT,1518266720000000,,1518266720000000,,301002560,North Central Fire Protection District,true,
1000014492,EGY0055,LINKDOTNET,C4250,ORANGE-EGY,ORANGE DATA,1518266720000000,,1518266720000000,,301004394,LINKdotNET,true,
1000010625,RUSV508,EMEA NATIONAL SP-RUS,CXPOG,EMEA NATIONAL SP-RUS,OJSC YUGRATELECOM,1518266720000000,,1518266720000000,,301031385,Ojsc Yugratelecom,true,
1000037143,ITA9999,OTHER CUSTOMERS IN ITALY,CITA9,OTHER CUSTOMERS IN ITALY,ITS S P A,1519213588000000,,1519213588000000,,301001873,Deactivated fALU customers,,
1000044978,INDV204,TEPS PUB-IN,CXP76,TEPS GOVT-IND,VELOCITY NETWORKS PVT LTD,1518266720000000,,1518266720000000,,301000229,Velocity Networks Pvt Ltd,true,
1000065287,BIHU234,IPS-TRAN-BA,CXPDB,VM TRANSPORT-BIH,ZELJEZNICE FEDERACIJE BIH D.O.O.,1518266720000000,,1518266720000000,,301003526,eljeznice Federacije BiH d.o.o.,true,
1000062872,THAA963,SINGTEL-THA,C8525,SINGTEL-THA,"FAX LITE CO.,LTD.",1518266720000000,,1518266720000000,,301004156,Fax Lite Co. Ltd.,true,
1000067926,IDNV201,TEPS PUB-ID,CXP9H,TEPS GOVT-IDN,PEMERINTAH KOTA SEMARANG,1518266720000000,,1518266720000000,,301036289,Pemerintah Kota Semarang,true,
1000026345,USAW681,TEPS OTHER-INDIRECT-USA,CXQDL,TEPS OTHER-INDIRECT-USA,LIGHTRIVER TECHNOLOGIES INC,1518266720000000,,1518266720000000,,301006842,"LightRiver Technologies, Inc.",true,
1000050887,USAQ427,REGIONALS-USA,CXPYK,REGIONALS-USA,MIDCONTINENT COMMUNICATIONS,1518266720000000,,1518266720000000,,301033503,Midcontinent Communications,true,
1000028635,LSO9997,ENTERPRISE LSO,C0629,ENTERPRISE LSO,LESOTHO BUSINESS MANAGEMENT CONTAINER,1519213588000000,,1519213588000000,,301000001,Deactivated fALU Prospects,,
